# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = ModeloJer2QR_reduce_model
# method = sample (Default)
#   sample
#     num_samples = 750
#     num_warmup = 750
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /home/juandiaz/covid19_multi/Cmdstan/jer_2.json
# init = /home/juandiaz/covid19_multi/Cmdstan/inits_1.json
# random
#   seed = 1029709716 (Default)
# output
#   file = /scratch/juandiaz/jer2/jer2_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 48
# stanc_version = stanc3 v2.26.1-334-g9c6819aa
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_raw_mort,mu_raw_hosp,mu_l_raw.1,mu_l_raw.2,mu_l_raw.3,mu_l_raw.4,mu_l_raw.5,mu_l_raw.6,mu_l_raw.7,mu_l_raw.8,mu_l_raw.9,mu_l_raw.10,mu_l_raw.11,mu_l_raw.12,mu_l_raw.13,mu_l_raw.14,mu_l_raw.15,mu_l_raw.16,mu_l_raw.17,mu_l_raw.18,mu_l_raw.19,mu_l_raw.20,mu_l_raw.21,mu_l_raw.22,mu_l_raw.23,mu_l_raw.24,mu_l_raw.25,mu_l_raw.26,mu_l_raw.27,mu_l_raw.28,mu_l_raw.29,mu_l_raw.30,mu_l_raw.31,mu_l_raw.32,mu_l2_raw.1,mu_l2_raw.2,mu_l2_raw.3,mu_l2_raw.4,mu_l2_raw.5,mu_l2_raw.6,alpha_raw,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta_h.1,theta_h.2,theta_h.3,theta_h.4,theta_h.5,theta_h.6,theta_h.7,tau.1,tau.2,stdnormal.1,stdnormal.2,alpha,mu_l.1,mu_l.2,mu_l.3,mu_l.4,mu_l.5,mu_l.6,mu_l.7,mu_l.8,mu_l.9,mu_l.10,mu_l.11,mu_l.12,mu_l.13,mu_l.14,mu_l.15,mu_l.16,mu_l.17,mu_l.18,mu_l.19,mu_l.20,mu_l.21,mu_l.22,mu_l.23,mu_l.24,mu_l.25,mu_l.26,mu_l.27,mu_l.28,mu_l.29,mu_l.30,mu_l.31,mu_l.32,mu_l2.1,mu_l2.2,mu_l2.3,mu_l2.4,mu_l2.5,mu_l2.6,sigma.1,sigma.2
-351539,0.992784,0.0233882,7,127,0,351580,-3.38516,-2.52594,-1.35474,-1.14919,-2.41047,-0.138665,-0.319843,0.447326,1.14597,-0.593169,-0.013069,0.439827,0.333087,-0.556119,-0.609987,1.04529,-0.40761,1.08377,1.99817,-1.48493,-1.21176,0.334596,0.798858,-1.32412,-0.459796,0.0237789,-0.933036,-0.00940683,0.059077,0.810402,0.0454117,0.390421,-0.93396,-0.785918,-0.338567,1.46124,1.14292,-1.15038,0.513794,1.01871,0.0307462,-0.0688051,-0.00395227,-0.0265456,-0.0305047,0.00917515,-0.0492163,0.0678028,-0.00211098,0.0130378,0.00616791,0.0112096,-0.00927932,0.0308579,-0.0368996,0.0045452,-0.0147344,-0.0214063,-0.0246532,0.780173,0.542922,0.135018,0.188407,1.35997,-0.207087,-0.175666,-0.368468,-0.0211965,-0.0488916,0.0683789,0.175174,-0.0906725,-0.00199775,0.0672326,0.0509161,-0.0850092,-0.0932434,0.159785,-0.0623078,0.165666,0.305442,-0.226989,-0.185231,0.0511467,0.122114,-0.202407,-0.070285,0.00363488,-0.142625,-0.00143794,0.00903058,0.123879,0.00694169,0.0596803,-0.142766,-0.120136,-0.0865713,0.373638,0.292244,-0.294151,0.131376,0.260483,0.152861,0.255699
-351541,0.97407,0.0233882,7,127,0,351574,-3.33274,-2.53761,-1.2268,-1.84409,-2.68915,-0.672787,-0.290762,0.602643,1.21908,-0.894388,-0.0617604,0.186093,0.298648,-0.304755,-0.502913,0.917115,-0.479169,-0.0914653,1.46392,-1.27403,-1.29112,0.423943,0.877156,-1.01148,-0.662993,0.0117451,-1.33549,-0.06925,-0.138443,0.634044,-0.0227583,0.945946,-0.701842,-0.533404,-0.228084,0.520059,0.432734,-0.750627,0.109532,0.356203,0.0310645,-0.0591207,-0.02764,-0.0200457,-0.0315779,0.00457444,-0.0518963,0.067976,-0.00731343,0.0179442,-0.00252245,0.003828,-0.00954388,0.021788,-0.0355394,-0.00554784,-0.00167977,-0.0232311,-0.0265741,3.02472,1.64885,0.26027,0.771553,1.3643,-0.183593,-0.275971,-0.402435,-0.100684,-0.0435129,0.0901864,0.182438,-0.133847,-0.00924254,0.0278491,0.044693,-0.045607,-0.0752617,0.137248,-0.0717083,-0.0136879,0.219077,-0.19066,-0.193218,0.0634437,0.131268,-0.15137,-0.0992178,0.00175767,-0.199858,-0.0103634,-0.0207182,0.0948856,-0.00340581,0.141562,-0.105032,-0.0798247,-0.137047,0.312484,0.260014,-0.451024,0.0658138,0.214029,0.149651,0.600863
-351543,0.869608,0.0233882,7,127,0,351576,-3.3283,-2.53572,-1.42895,-1.77028,-2.6003,-0.835589,-0.528587,0.71629,1.16958,-1.10516,-0.138045,0.255845,0.425868,-0.375977,-0.394314,0.841694,-0.444483,-0.0818571,1.38656,-1.22306,-1.08585,0.518637,0.935509,-0.877231,-0.621034,0.315518,-1.29019,-0.28952,-0.142647,0.609038,-0.145844,0.844327,-0.591353,-0.54493,-0.432533,0.725294,0.559448,-0.945053,0.216271,0.393812,0.0309875,-0.0598153,-0.0266712,-0.018991,-0.0304334,0.00642703,-0.0537912,0.0703744,-0.00596941,0.0198762,-0.00212139,0.00883197,-0.0100981,0.0237918,-0.0395729,-0.00528869,-0.00344378,-0.0228069,-0.0292339,3.41347,1.05645,0.291005,0.446073,1.36325,-0.22507,-0.278833,-0.409566,-0.131612,-0.0832565,0.112821,0.184217,-0.174071,-0.0217432,0.0402975,0.0670774,-0.0592192,-0.0621074,0.132573,-0.0700094,-0.0128931,0.218394,-0.192641,-0.171029,0.0816893,0.14735,-0.138171,-0.0978176,0.0496965,-0.203215,-0.0456016,-0.022468,0.0959281,-0.0229716,0.132988,-0.0931425,-0.0858306,-0.187716,0.314772,0.242796,-0.410146,0.0938598,0.170911,0.157508,0.433992
-351544,0.866557,0.0233882,7,127,0,351572,-3.23571,-2.54074,-1.12135,-1.07258,-2.63811,-0.503754,0.70648,0.442508,1.4679,-0.603852,0.531623,0.678293,0.405331,-0.251065,-0.567677,1.1831,-0.175542,1.39658,2.37359,-1.44378,-1.37307,0.257531,1.1313,-1.30405,-0.244284,0.133854,-0.82326,0.268186,0.31577,0.984874,0.37323,0.507674,-0.303295,-0.593684,-0.691256,0.397567,0.26431,-1.06175,-0.012949,0.12981,0.0311293,-0.0653732,-0.0057009,-0.025551,-0.0371141,0.00882856,-0.0457412,0.0696284,-0.00334778,0.0142088,0.00330426,0.00916342,-0.0093074,0.0297581,-0.0309458,0.00197753,-0.0104625,-0.0201015,-0.0224439,1.31101,0.592823,0.171494,0.345778,1.36519,-0.167953,-0.160649,-0.395129,-0.075451,0.105815,0.0662777,0.219858,-0.0904434,0.0796252,0.101593,0.0607095,-0.0376039,-0.0850253,0.177201,-0.0262923,0.209176,0.35551,-0.216246,-0.205655,0.0385723,0.169444,-0.195318,-0.0365882,0.0200483,-0.123306,0.0401682,0.0472953,0.147512,0.0559015,0.0760382,-0.0454268,-0.0889204,-0.310437,0.178544,0.1187,-0.476821,-0.0058153,0.0582968,0.149777,0.449092
-351543,0.930111,0.0233882,7,127,0,351568,-3.19025,-2.52953,-1.32512,-1.63253,-2.52728,-0.499633,-1.00226,1.02718,1.60928,-0.578948,-0.26897,0.510215,0.786725,-0.389154,-0.314261,1.24792,-0.390704,0.309414,1.81742,-1.27429,-1.09827,1.03431,1.31382,-0.894729,-0.84956,0.315806,-1.33933,0.0769118,-0.0816056,1.20401,0.113092,1.13946,-1.03274,-0.700609,-1.04068,0.534434,0.330309,-1.61648,-0.154635,0.107139,0.0307255,-0.0603527,-0.0249215,-0.018369,-0.0244808,0.00369348,-0.0521885,0.0662079,-0.00706832,0.0175514,0.00322129,0.00726199,-0.0078463,0.0197848,-0.0410572,-0.00197309,-0.00708739,-0.0238351,-0.0295047,0.952198,2.27066,0.133148,0.473221,1.35969,-0.180812,-0.222758,-0.344846,-0.0681747,-0.136757,0.140158,0.219586,-0.0789972,-0.0367009,0.0696186,0.107348,-0.0530998,-0.0428807,0.170278,-0.0533113,0.0422194,0.247987,-0.173877,-0.149858,0.141131,0.17927,-0.122085,-0.115922,0.0430916,-0.18275,0.0104946,-0.011135,0.164286,0.0154314,0.155479,-0.140916,-0.0955977,-0.326817,0.167835,0.103731,-0.507644,-0.0485617,0.0336461,0.136449,0.314042
-351542,0.995449,0.0233882,7,127,0,351569,-3.35698,-2.53373,-1.65114,-1.5403,-2.82773,-0.552097,0.58152,0.27324,1.02525,-0.97027,-0.377178,0.503945,0.222163,-0.438646,-0.74763,0.950569,-0.579891,0.955319,2.29838,-1.37398,-1.53616,0.099357,0.836615,-1.45184,-0.355476,-0.0898086,-1.28009,0.0233979,0.113957,0.69147,0.130188,0.34461,-0.407168,-0.821792,-0.176082,0.619121,0.471872,-0.567806,0.198664,0.393296,0.0310176,-0.0673456,-0.00537902,-0.0260288,-0.0377213,0.0111831,-0.0447178,0.0684234,-0.00540098,0.0147036,0.0029016,0.0099588,-0.0125604,0.0337331,-0.0337345,0.00297981,-0.00712773,-0.0196612,-0.0201038,2.20676,0.42169,0.223637,0.375034,1.36367,-0.248571,-0.231885,-0.425701,-0.0831155,0.087545,0.0411349,0.154346,-0.146069,-0.0567822,0.0758665,0.0334455,-0.066036,-0.112552,0.143104,-0.0872998,0.143819,0.34601,-0.206846,-0.231261,0.0149577,0.125948,-0.218567,-0.0535152,-0.0135203,-0.192711,0.00352244,0.0171557,0.104098,0.0195992,0.0518794,-0.0612971,-0.123717,-0.101692,0.35756,0.27252,-0.327924,0.114734,0.22714,0.150545,0.577529
-351548,0.19778,0.0233882,7,127,0,351588,-3.42925,-2.53346,-1.64085,-1.67748,-2.77222,-0.205652,0.32922,0.219128,1.06979,-0.928398,-0.705096,0.512197,0.105785,-0.70863,-0.627664,0.835839,-0.559814,0.65952,2.31085,-1.41726,-1.52033,0.216855,0.890737,-1.32741,-0.35569,-0.152617,-1.42217,-0.18249,-0.111724,0.81879,0.215308,0.290727,-0.0995719,-0.902273,-0.0324698,0.459979,0.381159,-0.27784,0.273225,0.348749,0.031006,-0.0713553,-0.00756911,-0.0227501,-0.0346895,0.017337,-0.0433551,0.0709667,-0.00268314,0.0154177,-0.000117671,0.0110987,-0.00832052,0.0330371,-0.0357536,0.000396621,-0.00438637,-0.0220531,-0.0208704,1.64262,0.418238,0.197333,0.584786,1.36351,-0.252638,-0.258279,-0.426833,-0.0316639,0.0506894,0.0337387,0.164714,-0.142944,-0.108562,0.078862,0.0162876,-0.109106,-0.0966403,0.128693,-0.0861935,0.101545,0.355798,-0.218212,-0.234082,0.0333888,0.137145,-0.204378,-0.0547649,-0.0234981,-0.218969,-0.0280976,-0.017202,0.126068,0.0331505,0.0447627,-0.0153309,-0.138921,-0.0293606,0.415933,0.344661,-0.251235,0.247062,0.315354,0.153968,0.904243
-351545,0.988021,0.0233882,7,127,0,351576,-3.34136,-2.53658,-1.79517,-1.69781,-2.55726,-1.56811,-0.489357,0.663175,1.77444,-0.452705,-0.726471,0.483239,0.599433,-0.477972,-0.453948,1.19852,-0.420399,1.03481,1.76681,-1.33996,-1.48422,0.462712,1.29852,-1.28343,-0.775212,0.142177,-1.52599,-0.202083,-0.255315,0.912175,0.270609,1.14424,-0.695876,-0.403794,-0.450874,0.830565,0.596661,-1.14005,0.1857,0.456996,0.0311063,-0.0539804,-0.0140238,-0.0174151,-0.0277616,0.00165668,-0.0471927,0.0643688,-0.0110535,0.0197912,-0.00181539,0.00401392,-0.0087684,0.0151341,-0.0398202,-0.00194716,-0.00949963,-0.0186988,-0.0306523,1.59219,1.4294,0.162884,0.456574,1.36488,-0.231731,-0.219164,-0.330107,-0.202422,-0.0631692,0.0856067,0.229056,-0.058438,-0.0937774,0.0623794,0.0773785,-0.0616996,-0.0585984,0.154712,-0.0542677,0.133579,0.228071,-0.17297,-0.191592,0.0597298,0.167622,-0.165673,-0.100069,0.0183531,-0.196984,-0.0260861,-0.0329577,0.117749,0.0349319,0.147706,-0.089828,-0.0521242,-0.172183,0.317181,0.227857,-0.435371,0.0709165,0.174521,0.129086,0.381886
-351546,0.99033,0.0233882,7,127,0,351576,-3.29285,-2.51803,-1.30486,-1.75105,-2.97312,-0.834185,-0.466348,0.570744,1.19485,-1.09705,-0.318891,0.43395,0.449881,-0.448317,-0.739237,0.916641,-0.618296,0.431219,2.59685,-1.37768,-1.41334,0.481358,1.10259,-1.71627,-0.418286,-0.097472,-1.11331,0.275566,-0.361744,1.33577,-0.133447,0.382907,-0.789451,-1.07845,-0.298675,0.744522,0.491596,-0.975591,0.21509,0.431378,0.0304081,-0.0727223,-0.0191331,-0.0225208,-0.0328201,0.010036,-0.0463158,0.0734543,-0.00586134,0.0155085,0.00425805,0.0103276,-0.0103211,0.03748,-0.0321184,0.000670148,-0.00742196,-0.0257546,-0.0196283,0.877561,0.842189,0.129734,0.383983,1.35538,-0.180709,-0.242501,-0.411745,-0.115526,-0.0645842,0.0790419,0.165474,-0.15193,-0.044163,0.0600975,0.0623036,-0.0620871,-0.102376,0.126945,-0.0856274,0.0597192,0.359636,-0.190794,-0.195732,0.0666629,0.152697,-0.237686,-0.0579281,-0.0134988,-0.154182,0.0381629,-0.0500977,0.18499,-0.018481,0.0530286,-0.109331,-0.149354,-0.12497,0.311519,0.205691,-0.408201,0.0899966,0.180495,0.138489,0.418414
-351550,0.96774,0.0233882,7,255,0,351584,-3.37868,-2.53277,-1.29083,-1.7394,-2.35524,0.160812,-0.471164,0.720716,1.60884,-1.06444,-0.349979,0.770884,0.351661,-0.586339,-0.878436,1.45088,-0.381259,0.523021,2.60589,-1.4959,-1.5585,0.391304,1.42834,-0.931068,-0.724862,-0.260813,-1.10609,0.0994498,0.175363,0.50972,0.305491,0.961418,-0.774659,-0.313103,-0.415819,1.06214,0.872094,-1.04821,0.285209,0.714867,0.0309544,-0.0658039,-0.0173014,-0.0222364,-0.0303725,-0.00102483,-0.0541282,0.0666349,-0.00345951,0.0157728,0.00949674,-0.00493483,-0.00615721,0.0254466,-0.0443143,-0.00473131,-0.0101162,-0.0268086,-0.0237067,1.35559,0.213791,0.145208,0.149916,1.3628,-0.160989,-0.216932,-0.293739,0.020056,-0.0587621,0.0898855,0.200649,-0.132754,-0.0436483,0.0961422,0.0438581,-0.0731264,-0.109556,0.18095,-0.0475495,0.0652295,0.324999,-0.186564,-0.194372,0.0488022,0.178138,-0.11612,-0.0904025,-0.0325278,-0.137948,0.0124031,0.0218708,0.0635707,0.0380999,0.119905,-0.0966131,-0.0390492,-0.134821,0.344377,0.282759,-0.339862,0.0924732,0.231781,0.124717,0.32423
-351547,0.947734,0.0233882,7,127,0,351584,-3.35563,-2.53328,-1.17522,-1.40118,-2.78434,-0.135451,-1.05262,0.973473,1.66499,-1.06108,0.0498006,0.95045,0.489473,-0.564485,-0.634928,1.27468,-0.38774,0.996383,2.47293,-1.01546,-1.45869,0.265157,1.32713,-1.00511,-0.811523,0.0721339,-1.30991,0.0614604,0.20563,0.106313,0.113169,0.934454,-1.20814,-0.5368,-0.563107,0.988524,0.66411,-1.07879,0.191859,0.606764,0.0309316,-0.0617572,-0.0209977,-0.0266944,-0.033186,0.00370877,-0.0612621,0.0676089,-0.0072432,0.0130538,0.00760983,0.00860088,-0.00591527,0.0247168,-0.0383504,-0.0002012,-0.0144083,-0.0212954,-0.025151,1.18514,0.679444,0.14562,0.270635,1.36249,-0.157201,-0.187426,-0.372442,-0.0181183,-0.140802,0.130215,0.222714,-0.141934,0.00666148,0.127135,0.0654734,-0.0755072,-0.08493,0.170505,-0.0518652,0.133279,0.330786,-0.135831,-0.195119,0.0354682,0.177521,-0.134446,-0.108552,0.00964885,-0.175218,0.00822113,0.0275057,0.0142208,0.0151378,0.124995,-0.161605,-0.071804,-0.184883,0.324559,0.218045,-0.354196,0.0629926,0.199217,0.133763,0.328327
-351550,0.750564,0.0233882,7,255,0,351579,-3.30647,-2.52695,-1.10008,-1.46318,-3.33126,0.00346601,-0.904681,0.838494,1.7024,-1.11656,-0.332086,0.779717,0.361249,-0.396069,-0.637407,1.20145,-0.380753,0.703822,2.49834,-1.31509,-1.64194,0.536981,1.35325,-1.15304,-0.772125,-0.193035,-1.42038,-0.435123,0.116274,0.433472,-0.238574,0.725505,-0.845616,-0.838151,-0.433213,0.899319,0.578004,-1.32031,0.283117,0.511157,0.0307609,-0.0612907,-0.0153222,-0.0211566,-0.0261818,0.00596403,-0.0620939,0.0691759,-0.00253266,0.00662903,0.00766553,0.00320679,-0.00386831,0.0246811,-0.0356338,-0.00256829,-0.0126604,-0.017382,-0.0300469,1.71341,0.748379,0.171633,0.286846,1.36017,-0.144243,-0.191853,-0.436795,0.000454464,-0.118622,0.109943,0.223219,-0.146403,-0.0435432,0.102237,0.0473671,-0.0519327,-0.0835769,0.157534,-0.0499244,0.0922852,0.327583,-0.172435,-0.215291,0.0704091,0.177438,-0.151186,-0.101241,-0.0253107,-0.186241,-0.0570534,0.0152458,0.0568369,-0.0312818,0.0951283,-0.110877,-0.109899,-0.143645,0.298196,0.191655,-0.43779,0.0938759,0.169489,0.13112,0.33158
-351548,0.987636,0.0233882,7,127,0,351588,-3.4486,-2.54063,-1.69628,-1.5288,-1.98526,-0.85232,0.619775,0.538353,1.36114,-0.544073,-0.075401,0.273945,0.624988,-0.390598,-0.353469,1.08516,-0.226351,0.758172,1.41714,-1.7462,-1.14529,0.457066,0.73194,-1.17785,-0.437093,0.358048,-0.969469,0.553406,0.0953463,1.54138,0.61895,0.814843,-0.381468,-0.625395,-0.315586,1.40147,1.13895,-1.11509,0.537004,0.993167,0.0311515,-0.0640727,-0.0165013,-0.0250787,-0.036114,0.00797273,-0.0374646,0.0668463,-0.00870848,0.0221662,-0.000298147,0.0125732,-0.0126356,0.0265298,-0.0402739,0.00168458,-0.00322222,-0.0270881,-0.0204399,1.30241,1.58665,0.165869,0.366262,1.36549,-0.246541,-0.222199,-0.288541,-0.123878,0.0900793,0.0782453,0.19783,-0.0790766,-0.0109589,0.0398157,0.0908369,-0.0567702,-0.0513739,0.157719,-0.0328983,0.110194,0.20597,-0.253795,-0.166458,0.0664309,0.106382,-0.171191,-0.0635279,0.0520394,-0.140904,0.0804331,0.0138578,0.224027,0.0899594,0.118431,-0.0554433,-0.0908961,-0.0917633,0.407508,0.331174,-0.324236,0.156145,0.288784,0.145342,0.290771
-351547,0.918155,0.0233882,7,127,0,351582,-3.33219,-2.53802,-0.790954,-1.20994,-2.62414,-0.994193,-0.333174,0.475939,1.01297,-0.327358,-0.4491,0.865897,0.235097,-0.419011,-0.340867,1.15215,-0.363197,0.796942,2.34956,-1.29331,-0.945474,0.781318,1.55595,-1.23857,-0.762334,0.5426,-1.27625,-0.196505,-0.109002,1.28011,0.321033,0.843465,-0.818001,-0.340685,-0.435528,1.11809,0.85298,-1.51368,0.220291,0.579933,0.031024,-0.0640826,-0.0211909,-0.0272554,-0.0271093,0.00447133,-0.0377029,0.0713727,-0.00788597,0.0195294,-3.29064e-05,0.00859501,-0.0124755,0.023963,-0.0347618,0.000260033,-0.0103627,-0.0257406,-0.0248052,1.30344,1.49221,0.15676,0.320826,1.36375,-0.108603,-0.166132,-0.360311,-0.136509,-0.0457469,0.0653494,0.139087,-0.0449483,-0.0616643,0.118893,0.0322803,-0.0575329,-0.0468032,0.158198,-0.0498692,0.109425,0.32261,-0.177579,-0.12982,0.10728,0.213642,-0.170063,-0.104673,0.0745024,-0.175238,-0.0269814,-0.0149667,0.175767,0.0440799,0.115813,-0.112317,-0.0467782,-0.114385,0.293651,0.224023,-0.397546,0.0578563,0.152311,0.137306,0.262636
-351549,0.973932,0.0233882,7,127,0,351574,-3.21096,-2.5311,-1.46759,-1.58263,-2.37246,-0.112757,0.579306,0.75765,1.72596,-1.13304,-0.399139,0.1597,0.810106,-0.341453,-0.505396,0.976255,-0.346485,0.631536,1.53183,-1.07368,-1.45011,0.461688,0.71297,-0.90467,-0.428798,-0.230618,-0.918603,0.382424,0.144923,0.605542,-0.0132184,0.67458,-0.480691,-0.686658,-1.06093,0.537905,0.291653,-1.56893,-0.102916,0.231102,0.0307893,-0.0620245,-0.00603462,-0.0158283,-0.0381044,0.0076636,-0.0580268,0.0634579,-0.00234781,0.0121909,0.00878604,0.0128567,-0.00626889,0.0287223,-0.0376814,-0.000968564,-0.00635321,-0.0179301,-0.0257195,1.90421,1.85255,0.206997,0.468106,1.36056,-0.220146,-0.237402,-0.355881,-0.0169141,0.0868988,0.113651,0.258903,-0.169961,-0.0598728,0.0239557,0.12152,-0.0512197,-0.0758119,0.146443,-0.0519745,0.0947336,0.229782,-0.161057,-0.217524,0.0692555,0.106949,-0.135705,-0.0643218,-0.0345939,-0.137795,0.0573655,0.0217392,0.0908343,-0.00198283,0.10119,-0.0721059,-0.103002,-0.364877,0.184997,0.100306,-0.539588,-0.035395,0.079481,0.150005,0.343921
-351546,0.860314,0.0233882,7,127,0,351584,-3.22551,-2.52272,-1.25868,-1.30087,-2.19745,-0.661862,-0.198362,0.436556,0.921624,-0.737739,-0.822888,0.626824,0.389506,-0.508876,-0.432418,0.956962,-0.413494,0.438627,1.30839,-1.27028,-1.04771,0.354018,1.28842,-1.01776,-0.401977,-0.229356,-1.17578,0.148388,-0.128676,0.938799,0.210346,0.588844,-0.46432,-0.801772,-1.08758,0.996427,0.671405,-2.19757,-0.0126632,0.34353,0.0305972,-0.0536685,-0.0119994,-0.0118433,-0.0313421,0.00640789,-0.0539495,0.0687834,-0.00585471,0.00772898,0.00652926,0.0114715,-0.019919,0.0266863,-0.0371662,-0.0079754,-0.0102107,-0.0205965,-0.0213733,1.46609,1.45578,0.189807,0.278789,1.35794,-0.19731,-0.203923,-0.344469,-0.103753,-0.0310949,0.0684339,0.144473,-0.115647,-0.128995,0.0982601,0.0610585,-0.0797707,-0.0677854,0.150012,-0.0648188,0.0687586,0.205102,-0.199128,-0.164238,0.0554954,0.20197,-0.159542,-0.0630134,-0.0359536,-0.184314,0.023261,-0.0201711,0.147165,0.0329735,0.0923064,-0.0727862,-0.125685,-0.251297,0.230236,0.155136,-0.507774,-0.00292597,0.0793765,0.156759,0.231062
-351540,0.980053,0.0233882,7,127,0,351568,-3.22065,-2.53095,-1.11633,-1.22979,-2.38055,-0.586027,-0.0131221,0.160782,0.927626,-0.886516,-0.682514,0.298866,0.21954,-0.522199,-0.426066,0.902596,-0.384007,0.544206,1.57434,-1.32271,-0.94348,0.482632,0.989161,-1.16068,-0.485456,0.0605475,-1.00214,0.172823,-0.0690768,0.753115,0.29737,0.690684,-0.500945,-1.00407,-1.34276,0.999233,0.800273,-2.20229,-0.0234166,0.399772,0.0308168,-0.0580127,-0.0137586,-0.0100451,-0.032454,-0.000739515,-0.047097,0.0660689,8.57231e-05,0.00995829,0.00421516,0.0146789,-0.0163107,0.0279229,-0.0357304,-0.00527329,-0.00397273,-0.0222374,-0.0234951,0.997987,1.54818,0.178974,0.247837,1.36093,-0.199996,-0.220322,-0.426486,-0.104989,-0.00235088,0.0288048,0.166188,-0.158823,-0.122275,0.0535432,0.0393316,-0.0935542,-0.0763316,0.161704,-0.0687966,0.0974969,0.28205,-0.23697,-0.169029,0.0864657,0.177213,-0.207941,-0.0869715,0.0108473,-0.179539,0.030962,-0.0123754,0.134924,0.0532752,0.123739,-0.0897465,-0.179884,-0.267457,0.199032,0.159402,-0.438664,-0.00466423,0.0796286,0.179154,0.199185
-351553,0.891373,0.0233882,7,127,0,351582,-3.30256,-2.53577,-0.950464,-1.5097,-2.22976,-0.477031,-0.781904,0.562186,1.40726,-0.815838,-0.26232,0.442719,0.606008,-0.253972,-0.478206,1.02918,-0.412149,0.726148,1.69754,-1.76994,-1.53721,0.363581,0.809891,-1.08966,-0.70828,-0.232675,-1.08973,-0.116481,-0.112516,0.469513,0.15834,0.48112,-0.362297,-0.408141,-0.779946,1.15292,0.754241,-1.85154,0.0297011,0.650424,0.0307742,-0.0637966,-0.0112129,-0.0359373,-0.0278486,0.0214044,-0.0521656,0.0660111,-0.00657086,0.0244628,0.00639738,0.00288809,-0.00327512,0.0208604,-0.0365071,0.00107023,-0.00790393,-0.0248152,-0.0289066,0.690035,2.08077,0.126337,0.385046,1.36035,-0.144555,-0.229608,-0.339121,-0.072551,-0.118919,0.085502,0.214029,-0.12408,-0.0398958,0.0673325,0.0921668,-0.0386263,-0.0727296,0.156526,-0.0626831,0.110439,0.258176,-0.269187,-0.233793,0.0552965,0.123175,-0.165725,-0.107721,-0.0353873,-0.165736,-0.0177154,-0.0171124,0.0714075,0.0240817,0.0731728,-0.0551012,-0.0620735,-0.208193,0.307752,0.201331,-0.494236,0.00792818,0.173619,0.152089,0.266932
-351559,0.998199,0.0233882,7,127,0,351590,-3.27767,-2.52916,-1.27122,-1.71123,-1.83104,-0.671787,-0.662064,0.463857,1.06547,-0.517358,-0.136682,0.56859,0.490728,-0.272826,-0.52158,0.761238,-0.485048,0.373004,1.7161,-1.50252,-1.63037,0.312177,0.938498,-0.767308,-0.664419,-0.20078,-1.2838,-0.17698,-0.0505252,0.820171,0.172666,0.353815,-0.14513,-0.513849,-0.755818,1.07507,0.887558,-1.79633,0.370574,0.598893,0.0309085,-0.0585357,-0.0124926,-0.0423036,-0.0270778,0.0129985,-0.0495325,0.067954,-0.00809965,0.0257135,0.00417068,-0.0018541,-0.00540699,0.0203001,-0.0356994,-0.00252424,-0.00745011,-0.0204499,-0.0291333,0.6169,3.36585,0.12124,0.481832,1.36218,-0.196226,-0.264148,-0.282642,-0.103698,-0.102197,0.0716014,0.164467,-0.0798599,-0.0210984,0.0877681,0.0757491,-0.0421136,-0.0805115,0.117505,-0.0748724,0.0575772,0.264899,-0.231931,-0.251666,0.0481879,0.144867,-0.118442,-0.10256,-0.0309925,-0.198168,-0.0273189,-0.00779912,0.126602,0.0266528,0.0546152,-0.0224025,-0.0793181,-0.198502,0.282348,0.233101,-0.471776,0.0973249,0.157289,0.154361,0.262632
